"","hID","HI2","HI3Y","HI6","HI7","HI11","EDUC","HL33","AGEREC","WLTHSCOR","WLTHIND5","cluster","WI3AY","CM2AY","CM7","MN2A","MN2B","MN2C","MELEVEL","DEADKIDS","CEB","WAGE","MSTATUS","CM11Y","WMWEIGHT","MN3A","MN3B","MN3C"
"9366","40_169_254_254_NA_6316",6316,2001,"Rural","Katanga",2,"Primary","Masculin","25 a 49 ans",-0.57445655666406,"Middle","40_169_254_254_NA",1958,1974,"Oui",NA,NA,NA,"Primary",2,7,"40-44","Currently married",NA,1.313487,NA,NA,NA
"9367","40_169_254_254_NA_6316",6316,2001,"Rural","Katanga",2,"Primary","Masculin","25 a 49 ans",-0.57445655666406,"Middle","40_169_254_254_NA",1985,NA,NA,NA,NA,NA,"None",NA,0,"15-19","Never married",NA,1.313487,NA,NA,NA
"9368","40_169_254_254_NA_6317",6317,2001,"Rural","Katanga",3,"Primary","Masculin","25 a 49 ans",-0.426937123882335,"Fourth","40_169_254_254_NA",1957,1974,"Non",NA,NA,NA,"None",0,9,"40-44","Currently married","2001",1.313487,"Non","Non","Non"
"9369","40_169_254_254_NA_6317",6317,2001,"Rural","Katanga",3,"Primary","Masculin","25 a 49 ans",-0.426937123882335,"Fourth","40_169_254_254_NA",1979,2000,"Oui",NA,NA,NA,"Primary",1,1,"20-24","Currently married","2000",1.313487,"Non","Non","Non"
"9370","40_169_254_254_NA_6317",6317,2001,"Rural","Katanga",3,"Primary","Masculin","25 a 49 ans",-0.426937123882335,"Fourth","40_169_254_254_NA",1985,NA,NA,NA,NA,NA,"None",NA,0,"15-19","Never married",NA,1.313487,NA,NA,NA
"9371","40_169_254_254_NA_6318",6318,2001,"Rural","Katanga",1,"None","Feminin","25 a 49 ans",-0.539153554188811,"Middle","40_169_254_254_NA",1968,1985,"Oui",NA,NA,NA,"None",2,4,"30-34","Formerly married",NA,1.313487,NA,NA,NA
"9372","40_169_254_254_NA_6319",6319,2001,"Rural","Katanga",1,"Non-standard curriculum","Masculin","50 ans et plus",-0.578697104225242,"Middle","40_169_254_254_NA",1955,1969,"Non",NA,NA,NA,"Primary",0,5,"45-49","Currently married",NA,1.313487,NA,NA,NA
"9373","40_169_254_254_NA_6320",6320,2001,"Rural","Katanga",1,"None","Masculin","25 a 49 ans",-0.575728720932414,"Middle","40_169_254_254_NA",1982,1999,"Non",NA,NA,NA,"None",0,1,"15-19","Currently married","1999",1.313487,NA,NA,NA
"9374","40_169_255_255_NA_6269",6269,2001,"Rural","Katanga",1,"Primary","Masculin","25 a 49 ans",-0.686208957332205,"Second","40_169_255_255_NA",1981,1998,"Non",NA,NA,NA,"None",0,2,"20-24","Currently married","1998",1.313487,"Non","Non","Non"
"9375","40_169_255_255_NA_6270",6270,2001,"Rural","Katanga",1,"Primary","Masculin","25 a 49 ans",-0.685784902576087,"Second","40_169_255_255_NA",1964,1983,"Oui",NA,NA,NA,"Primary",1,6,"35-39","Currently married","2001",1.313487,"Non","Non","Non"
"9376","40_169_255_255_NA_6271",6271,2001,"Rural","Katanga",1,"None","Masculin","25 a 49 ans",-0.679848135990433,"Second","40_169_255_255_NA",1972,1992,"Non","Non","Infirmiere / sage femme","Non","Primary",0,5,"25-29","Currently married","2001",1.313487,"Non","Non","Non"
"9377","40_169_255_255_NA_6272",6272,2001,"Rural","Katanga",4,"Primary","Masculin","25 a 49 ans",-0.685254834130939,"Second","40_169_255_255_NA",1959,1980,"Non",NA,NA,NA,"Primary",0,9,"40-44","Currently married","2001",1.313487,"Non","Non","Non"
"9378","40_169_255_255_NA_6272",6272,2001,"Rural","Katanga",4,"Primary","Masculin","25 a 49 ans",-0.685254834130939,"Second","40_169_255_255_NA",1980,NA,NA,NA,NA,NA,"None",NA,0,"20-24","Never married",NA,1.313487,NA,NA,NA
"9379","40_169_255_255_NA_6272",6272,2001,"Rural","Katanga",4,"Primary","Masculin","25 a 49 ans",-0.685254834130939,"Second","40_169_255_255_NA",1983,NA,NA,NA,NA,NA,"None",NA,0,"15-19","Never married",NA,1.313487,NA,NA,NA
"9380","40_169_255_255_NA_6272",6272,2001,"Rural","Katanga",4,"Primary","Masculin","25 a 49 ans",-0.685254834130939,"Second","40_169_255_255_NA",1985,NA,NA,NA,NA,NA,"None",NA,0,"15-19","Never married",NA,1.313487,NA,NA,NA
"9381","40_169_255_255_NA_6273",6273,2001,"Rural","Katanga",1,"Primary","Masculin","25 a 49 ans",-0.686208957332205,"Second","40_169_255_255_NA",1969,1988,"Non",NA,NA,NA,"Primary",0,2,"30-34","Currently married",NA,1.313487,NA,NA,NA
"9382","40_169_255_255_NA_6274",6274,2001,"Rural","Katanga",1,"None","Masculin","25 a 49 ans",-0.764407634831149,"Poorest","40_169_255_255_NA",1980,1998,"Oui",NA,NA,NA,"None",1,2,"20-24","Currently married","1999",1.313487,NA,NA,NA
"9383","40_169_255_255_NA_6275",6275,2001,"Rural","Katanga",1,"Primary","Masculin","50 ans et plus",-0.686208957332205,"Second","40_169_255_255_NA",1986,NA,NA,NA,NA,NA,"None",NA,0,"15-19","Never married",NA,1.313487,NA,NA,NA
"9384","40_169_255_255_NA_6276",6276,2001,"Rural","Katanga",2,"Primary","Masculin","25 a 49 ans",-0.683028546661319,"Second","40_169_255_255_NA",1981,1981,"Oui",NA,NA,NA,"Primary",1,9,"20-24","Currently married","1999",1.313487,NA,NA,NA
"9385","40_169_255_255_NA_6276",6276,2001,"Rural","Katanga",2,"Primary","Masculin","25 a 49 ans",-0.683028546661319,"Second","40_169_255_255_NA",1986,NA,NA,NA,NA,NA,"None",NA,0,"15-19","Never married",NA,1.313487,NA,NA,NA
"9386","40_169_255_255_NA_6277",6277,2001,"Rural","Katanga",1,"Primary","Feminin","25 a 49 ans",-0.684936793063851,"Second","40_169_255_255_NA",1970,1988,"Non",NA,NA,NA,"Primary",0,5,"30-34","Formerly married","2001",1.313487,"Non","Non","Non"
"9387","40_169_255_255_NA_6278",6278,2001,"Rural","Katanga",1,"Primary","Masculin","25 a 49 ans",-0.684936793063851,"Second","40_169_255_255_NA",1977,1994,"Oui",NA,NA,NA,"Primary",3,4,"20-24","Currently married","1998",1.313487,NA,NA,NA
"9388","40_169_255_255_NA_6279",6279,2001,"Rural","Katanga",2,"Primary","Feminin","25 a 49 ans",-0.685572875198028,"Second","40_169_255_255_NA",1959,1980,"Non",NA,NA,NA,"Primary",0,4,"40-44","Formerly married",NA,1.313487,NA,NA,NA
"9389","40_169_255_255_NA_6279",6279,2001,"Rural","Katanga",2,"Primary","Feminin","25 a 49 ans",-0.685572875198028,"Second","40_169_255_255_NA",1982,NA,NA,NA,NA,NA,"None",NA,0,"15-19","Never married",NA,1.313487,NA,NA,NA
"9390","40_169_255_255_NA_6280",6280,2001,"Rural","Katanga",1,"Primary","Masculin"," < 25 ans",-0.686208957332205,"Second","40_169_255_255_NA",1979,NA,NA,NA,NA,NA,"None",NA,0,"20-24","Currently married",NA,1.313487,NA,NA,NA
"9391","40_169_255_255_NA_6281",6281,2001,"Rural","Katanga",1,"None","Masculin"," < 25 ans",-0.763135470562795,"Poorest","40_169_255_255_NA",1982,1998,"Non","Non","Non","Non","None",0,2,"15-19","Currently married","2001",1.313487,"Non","Non","Non"
"9392","40_169_255_255_NA_6282",6282,2001,"Rural","Katanga",1,"Primary","Masculin","25 a 49 ans",-0.686208957332205,"Second","40_169_255_255_NA",1964,1986,"Oui",NA,NA,NA,"Primary",2,6,"35-39","Currently married","1998",1.313487,NA,NA,NA
"9393","40_169_255_255_NA_6283",6283,2001,"Rural","Katanga",1,"Primary","Masculin","25 a 49 ans",-0.68748112160056,"Second","40_169_255_255_NA",1965,1989,"Oui",NA,NA,NA,"None",1,3,"35-39","Currently married","1997",1.313487,NA,NA,NA
"9394","40_169_255_255_NA_6284",6284,2001,"Rural","Katanga",1,"Primary","Masculin","50 ans et plus",-0.576112800806321,"Middle","40_169_255_255_NA",1959,1972,"Oui","Non","Infirmiere / sage femme","Non","None",3,10,"40-44","Currently married","2000",1.313487,"Non","Non","Non"
"9395","40_169_255_255_NA_6285",6285,2001,"Rural","Katanga",1,"Primary","Masculin","25 a 49 ans",-0.764407634831149,"Poorest","40_169_255_255_NA",1980,2000,"Non",NA,NA,NA,"Primary",0,1,"20-24","Currently married","2000",1.313487,NA,NA,NA
"9396","40_169_255_255_NA_6286",6286,2001,"Rural","Katanga",1,"None","Feminin"," < 25 ans",-0.686208957332205,"Second","40_169_255_255_NA",1982,2000,"Non",NA,NA,NA,"None",0,1,"15-19","Formerly married","2000",1.313487,NA,NA,NA
"9397","40_169_255_255_NA_6287",6287,2001,"Rural","Katanga",3,"Primary","Masculin","25 a 49 ans",-0.682392464527142,"Second","40_169_255_255_NA",1962,1980,"Non",NA,NA,NA,"Primary",0,3,"35-39","Currently married",NA,1.313487,NA,NA,NA
"9398","40_169_255_255_NA_6287",6287,2001,"Rural","Katanga",3,"Primary","Masculin","25 a 49 ans",-0.682392464527142,"Second","40_169_255_255_NA",1980,2000,"Oui","Non","Non","Non","Primary",1,1,"20-24","Formerly married","2000",1.313487,"Non","Non","Non"
"9399","40_169_255_255_NA_6287",6287,2001,"Rural","Katanga",3,"Primary","Masculin","25 a 49 ans",-0.682392464527142,"Second","40_169_255_255_NA",1984,NA,NA,NA,NA,NA,"Primary",NA,0,"15-19","Never married",NA,1.313487,NA,NA,NA
"9400","40_169_255_255_NA_6288",6288,2001,"Rural","Katanga",2,"Primary","Masculin","50 ans et plus",-0.683664628795496,"Second","40_169_255_255_NA",1958,1977,"Non",NA,NA,NA,"Primary",0,7,"40-44","Currently married",NA,1.313487,NA,NA,NA
"9401","40_169_255_255_NA_6288",6288,2001,"Rural","Katanga",2,"Primary","Masculin","50 ans et plus",-0.683664628795496,"Second","40_169_255_255_NA",1980,NA,NA,NA,NA,NA,"Primary",NA,0,"20-24","Never married",NA,1.313487,NA,NA,NA
"9402","40_169_255_255_NA_6289",6289,2001,"Rural","Katanga",1,"Primary","Masculin","25 a 49 ans",-0.685572875198028,"Second","40_169_255_255_NA",1972,1994,"Oui",NA,NA,NA,"Primary",2,5,"25-29","Currently married","1999",1.313487,NA,NA,NA
"9403","40_169_255_255_NA_6290",6290,2001,"Rural","Katanga",2,"Primary","Masculin","25 a 49 ans",-0.683028546661319,"Second","40_169_255_255_NA",1967,1983,"Oui",NA,NA,NA,"Primary",1,8,"30-34","Currently married","1999",1.313487,NA,NA,NA
"9404","40_169_255_255_NA_6290",6290,2001,"Rural","Katanga",2,"Primary","Masculin","25 a 49 ans",-0.683028546661319,"Second","40_169_255_255_NA",1985,NA,NA,NA,NA,NA,"None",NA,0,"15-19","Never married",NA,1.313487,NA,NA,NA
"9405","40_169_255_255_NA_6291",6291,2001,"Rural","Katanga",1,"Primary","Masculin"," < 25 ans",-0.684936793063851,"Second","40_169_255_255_NA",1983,2000,"Non","Non","Infirmiere / sage femme","Non","None",0,1,"15-19","Currently married","2000",1.313487,"Non","Non","Non"
"9406","40_169_255_255_NA_6292",6292,2001,"Rural","Katanga",2,"Primary","Masculin","25 a 49 ans",-0.685360847819969,"Second","40_169_255_255_NA",1963,1979,"Oui",NA,NA,NA,"Primary",4,11,"35-39","Currently married","2000",1.313487,NA,NA,NA
"9407","40_169_255_255_NA_6292",6292,2001,"Rural","Katanga",2,"Primary","Masculin","25 a 49 ans",-0.685360847819969,"Second","40_169_255_255_NA",1981,NA,NA,NA,NA,NA,"Primary",NA,0,"15-19","Never married",NA,1.313487,NA,NA,NA
"9408","40_169_255_255_NA_6293",6293,2001,"Rural","Katanga",2,"Primary","Masculin","50 ans et plus",-0.677303807453724,"Second","40_169_255_255_NA",1963,1977,"Oui",NA,NA,NA,"Primary",3,11,"35-39","Currently married","2001",1.313487,NA,NA,NA
"9409","40_169_255_255_NA_6293",6293,2001,"Rural","Katanga",2,"Primary","Masculin","50 ans et plus",-0.677303807453724,"Second","40_169_255_255_NA",1985,NA,NA,NA,NA,NA,"Primary",NA,0,"15-19","Never married",NA,1.313487,NA,NA,NA
"9410","40_169_255_255_NA_6294",6294,2001,"Rural","Katanga",2,"Non-standard curriculum","Masculin","25 a 49 ans",-0.568903869952312,"Middle","40_169_255_255_NA",1961,1978,"Oui",NA,NA,NA,"Primary",1,7,"40-44","Currently married","1998",1.313487,NA,NA,NA
"9411","40_169_255_255_NA_6294",6294,2001,"Rural","Katanga",2,"Non-standard curriculum","Masculin","25 a 49 ans",-0.568903869952312,"Middle","40_169_255_255_NA",1985,NA,NA,NA,NA,NA,"Primary",NA,0,"15-19","Never married",NA,1.313487,NA,NA,NA
"9412","40_169_259_259_NA_6243",6243,2001,"Rural","Katanga",1,"None","Feminin","25 a 49 ans",-0.535337061383747,"Middle","40_169_259_259_NA",1960,1982,"Oui",NA,NA,NA,"None",2,8,"40-44","Formerly married","1997",1.313487,NA,NA,NA
"9413","40_169_259_259_NA_6244",6244,2001,"Rural","Katanga",1,"Primary","Masculin","25 a 49 ans",-0.684300710929674,"Second","40_169_259_259_NA",1974,1991,"Oui",NA,NA,NA,"None",4,5,"25-29","Currently married","1999",1.313487,NA,NA,NA
"9414","40_169_259_259_NA_6245",6245,2001,"Rural","Katanga",1,"Primary","Masculin"," < 25 ans",-0.634605539120795,"Second","40_169_259_259_NA",1982,1998,"Non",NA,NA,NA,"None",0,1,"15-19","Currently married","1998",1.313487,NA,NA,NA
"9415","40_169_259_259_NA_6246",6246,2001,"Rural","Katanga",2,"None","Masculin","25 a 49 ans",-0.477961534031003,"Middle","40_169_259_259_NA",1982,1998,"Non","Non","Infirmiere / sage femme","Non","None",0,2,"15-19","Currently married","2001",1.313487,"Non","Non","Non"
"9416","40_169_259_259_NA_6246",6246,2001,"Rural","Katanga",2,"None","Masculin","25 a 49 ans",-0.477961534031003,"Middle","40_169_259_259_NA",1985,NA,NA,NA,NA,NA,"Primary",NA,0,"15-19","Never married",NA,1.313487,NA,NA,NA
"9417","40_169_259_259_NA_6247",6247,2001,"Rural","Katanga",3,"None","Feminin","25 a 49 ans",-0.684300710929674,"Second","40_169_259_259_NA",1962,1983,"Oui",NA,NA,NA,"None",2,6,"35-39","Formerly married",NA,1.313487,NA,NA,NA
"9418","40_169_259_259_NA_6247",6247,2001,"Rural","Katanga",3,"None","Feminin","25 a 49 ans",-0.684300710929674,"Second","40_169_259_259_NA",1983,NA,NA,NA,NA,NA,"None",NA,0,"15-19","Never married",NA,1.313487,NA,NA,NA
"9419","40_169_259_259_NA_6247",6247,2001,"Rural","Katanga",3,"None","Feminin","25 a 49 ans",-0.684300710929674,"Second","40_169_259_259_NA",1968,1985,"Non",NA,NA,NA,"None",0,1,"30-34","Formerly married",NA,1.313487,NA,NA,NA
"9420","40_169_259_259_NA_6248",6248,2001,"Rural","Katanga",1,"None","Feminin","50 ans et plus",-0.684936793063851,"Second","40_169_259_259_NA",1965,1982,"Oui",NA,NA,NA,"None",1,4,"35-39","Currently married","1998",1.313487,NA,NA,NA
"9421","40_169_259_259_NA_6249",6249,2001,"Rural","Katanga",1,"Primary","Masculin","25 a 49 ans",-0.686208957332205,"Second","40_169_259_259_NA",1979,NA,NA,NA,NA,NA,"None",NA,0,"20-24","Currently married",NA,1.313487,NA,NA,NA
"9422","40_169_259_259_NA_6250",6250,2001,"Rural","Katanga",1,"Primary","Masculin","25 a 49 ans",-0.481778026836066,"Middle","40_169_259_259_NA",1965,NA,NA,NA,NA,NA,"Primary",NA,0,"35-39","Currently married",NA,1.313487,NA,NA,NA
"9423","40_169_259_259_NA_6251",6251,2001,"Rural","Katanga",1,"None","Masculin","25 a 49 ans",-0.529564952242413,"Middle","40_169_259_259_NA",1966,1980,"Oui",NA,NA,NA,"None",3,9,"35-39","Currently married","2000",1.313487,"Non","Non","Non"
"9424","40_169_259_259_NA_6252",6252,2001,"Rural","Katanga",2,"Primary","Masculin","50 ans et plus",-0.702173755449052,"Second","40_169_259_259_NA",1956,1980,"Oui",NA,NA,NA,"None",2,6,"45-49","Currently married",NA,1.313487,NA,NA,NA
"9425","40_169_259_259_NA_6252",6252,2001,"Rural","Katanga",2,"Primary","Masculin","50 ans et plus",-0.702173755449052,"Second","40_169_259_259_NA",1984,NA,NA,NA,NA,NA,"None",NA,0,"15-19","Never married",NA,1.313487,NA,NA,NA
"9426","40_169_259_259_NA_6253",6253,2001,"Rural","Katanga",1,"None","Masculin","25 a 49 ans",-0.686208957332205,"Second","40_169_259_259_NA",1972,NA,NA,NA,NA,NA,"None",NA,0,"25-29","Currently married",NA,1.313487,NA,NA,NA
"9427","40_169_259_259_NA_6254",6254,2001,"Rural","Katanga",2,"Primary","Masculin","25 a 49 ans",-0.572084280623198,"Middle","40_169_259_259_NA",1963,1978,"Non",NA,NA,NA,"None",0,9,"35-39","Currently married","1999",1.313487,NA,NA,NA
"9428","40_169_259_259_NA_6255",6255,2001,"Rural","Katanga",1,"None","Masculin","25 a 49 ans",-0.684300710929674,"Second","40_169_259_259_NA",1974,1992,"Non",NA,NA,NA,"None",0,5,"25-29","Currently married","2000",1.313487,NA,NA,NA
"9429","40_169_259_259_NA_6256",6256,2001,"Rural","Katanga",1,"None","Feminin","50 ans et plus",-0.683664628795496,"Second","40_169_259_259_NA",1983,NA,NA,NA,NA,NA,"Primary",NA,0,"15-19","Never married",NA,1.313487,NA,NA,NA
"9430","40_169_259_259_NA_6257",6257,2001,"Rural","Katanga",1,"None","Feminin","25 a 49 ans",-0.684300710929674,"Second","40_169_259_259_NA",1966,1982,"Oui",NA,NA,NA,"None",1,7,"35-39","Formerly married","2000",1.313487,NA,NA,NA
"9431","40_169_259_259_NA_6258",6258,2001,"Rural","Katanga",1,"Primary","Masculin","25 a 49 ans",-0.633333374852441,"Second","40_169_259_259_NA",1984,2001,"Non",NA,NA,NA,"None",0,1,"15-19","Currently married","2001",1.313487,"Non","Non","Non"
"9432","40_169_259_259_NA_6259",6259,2001,"Rural","Katanga",1,"None","Masculin","25 a 49 ans",-0.686208957332205,"Second","40_169_259_259_NA",1980,NA,NA,NA,NA,NA,"Primary",NA,0,"20-24","Currently married",NA,1.313487,NA,NA,NA
"9433","40_169_259_259_NA_6260",6260,2001,"Rural","Katanga",2,"Primary","Masculin","50 ans et plus",-0.685572875198028,"Second","40_169_259_259_NA",1983,NA,NA,NA,NA,NA,"None",NA,0,"15-19","Never married",NA,1.313487,NA,NA,NA
"9434","40_169_259_259_NA_6261",6261,2001,"Rural","Katanga",1,"None","Feminin","50 ans et plus",-0.684936793063851,"Second","40_169_259_259_NA",1970,1994,"Oui",NA,NA,NA,"None",2,3,"30-34","Formerly married","2000",1.313487,NA,NA,NA
"9435","40_169_259_259_NA_6262",6262,2001,"Rural","Katanga",3,"None","Feminin","50 ans et plus",-0.679848135990433,"Second","40_169_259_259_NA",1981,NA,NA,NA,NA,NA,"None",NA,0,"20-24","Never married",NA,1.313487,NA,NA,NA
"9436","40_169_259_259_NA_6262",6262,2001,"Rural","Katanga",3,"None","Feminin","50 ans et plus",-0.679848135990433,"Second","40_169_259_259_NA",1983,NA,NA,NA,NA,NA,"None",NA,0,"15-19","Never married",NA,1.313487,NA,NA,NA
"9437","40_169_259_259_NA_6262",6262,2001,"Rural","Katanga",3,"None","Feminin","50 ans et plus",-0.679848135990433,"Second","40_169_259_259_NA",1984,NA,NA,NA,NA,NA,"None",NA,0,"15-19","Never married",NA,1.313487,NA,NA,NA
"9438","40_169_259_259_NA_6263",6263,2001,"Rural","Katanga",1,"None","Masculin","50 ans et plus",-0.633333374852441,"Second","40_169_259_259_NA",1955,1984,"Oui",NA,NA,NA,"None",1,9,"45-49","Currently married","1998",1.313487,NA,NA,NA
"9439","40_169_259_259_NA_6264",6264,2001,"Rural","Katanga",1,"None","Feminin","50 ans et plus",-0.684936793063851,"Second","40_169_259_259_NA",1967,1993,"Non",NA,NA,NA,"None",0,3,"30-34","Formerly married","1998",1.313487,NA,NA,NA
"9440","40_169_259_259_NA_6265",6265,2001,"Rural","Katanga",1,"None","Feminin","25 a 49 ans",-0.68748112160056,"Second","40_169_259_259_NA",1952,1970,"Oui",NA,NA,NA,"None",2,6,"45-49","Formerly married",NA,1.313487,NA,NA,NA
"9441","40_169_259_259_NA_6266",6266,2001,"Rural","Katanga",1,"Primary","Masculin","25 a 49 ans",-0.576536855562439,"Middle","40_169_259_259_NA",1973,1994,"Oui",NA,NA,NA,"Primary",1,3,"25-29","Currently married","1999",1.313487,NA,NA,NA
"9442","40_169_259_259_NA_6267",6267,2001,"Rural","Katanga",1,"None","Masculin","25 a 49 ans",-0.528292787974058,"Middle","40_169_259_259_NA",1974,1992,"Non",NA,NA,NA,"None",0,4,"25-29","Currently married","1999",1.313487,NA,NA,NA
"9443","40_169_259_259_NA_6268",6268,2001,"Rural","Katanga",1,"None","Feminin","50 ans et plus",-0.683664628795496,"Second","40_169_259_259_NA",1974,1995,"Oui",NA,NA,NA,"None",1,3,"25-29","Currently married","2001",1.313487,"Non","Non","Non"
"9444","40_170_256_256_NA_6321",6321,2001,"Rural","Katanga",2,"None","Masculin","50 ans et plus",-0.681120300258787,"Second","40_170_256_256_NA",1958,1976,"Non",NA,NA,NA,"None",0,6,"40-44","Currently married","1996",1.313487,NA,NA,NA
"9445","40_170_256_256_NA_6321",6321,2001,"Rural","Katanga",2,"None","Masculin","50 ans et plus",-0.681120300258787,"Second","40_170_256_256_NA",1986,NA,NA,NA,NA,NA,"Primary",NA,0,"15-19","Never married",NA,1.313487,NA,NA,NA
"9446","40_170_256_256_NA_6323",6323,2001,"Rural","Katanga",1,"Secondary+","Masculin","50 ans et plus",-0.682392464527142,"Second","40_170_256_256_NA",1952,1968,"Non",NA,NA,NA,"Primary",0,11,"45-49","Currently married",NA,1.313487,NA,NA,NA
"9447","40_170_256_256_NA_6324",6324,2001,"Rural","Katanga",2,"None","Feminin","25 a 49 ans",-0.681120300258787,"Second","40_170_256_256_NA",1953,1970,"Oui",NA,NA,NA,"None",1,8,"45-49","Currently married",NA,1.313487,NA,NA,NA
"9448","40_170_256_256_NA_6324",6324,2001,"Rural","Katanga",2,"None","Feminin","25 a 49 ans",-0.681120300258787,"Second","40_170_256_256_NA",1985,NA,NA,NA,NA,NA,"None",NA,0,"15-19","Never married",NA,1.313487,NA,NA,NA
"9449","40_170_256_256_NA_6325",6325,2001,"Rural","Katanga",1,"Secondary+","Masculin","25 a 49 ans",-0.681120300258787,"Second","40_170_256_256_NA",1974,1991,"Oui",NA,NA,NA,"Primary",1,5,"25-29","Currently married","2001",1.313487,NA,NA,NA
"9450","40_170_256_256_NA_6326",6326,2001,"Rural","Katanga",1,"None","Masculin"," < 25 ans",-0.705990248254116,"Second","40_170_256_256_NA",1982,1999,"Non",NA,NA,NA,"None",0,1,"15-19","Currently married","1999",1.313487,NA,NA,NA
"9451","40_170_256_256_NA_6327",6327,2001,"Rural","Katanga",2,"Secondary+","Masculin","25 a 49 ans",-0.697085098375634,"Second","40_170_256_256_NA",1962,1977,"Oui",NA,NA,NA,"Primary",2,6,"35-39","Currently married",NA,1.313487,NA,NA,NA
"9452","40_170_256_256_NA_6327",6327,2001,"Rural","Katanga",2,"Secondary+","Masculin","25 a 49 ans",-0.697085098375634,"Second","40_170_256_256_NA",1966,1982,"Oui",NA,NA,NA,"Primary",3,8,"35-39","Currently married","2000",1.313487,"Non","Non","Non"
"9453","40_170_256_256_NA_6328",6328,2001,"Rural","Katanga",2,"Primary","Masculin","25 a 49 ans",-0.705990248254116,"Second","40_170_256_256_NA",1983,1999,"Non",NA,NA,NA,"None",0,1,"15-19","Currently married","1999",1.313487,NA,NA,NA
"9454","40_170_256_256_NA_6328",6328,2001,"Rural","Katanga",2,"Primary","Masculin","25 a 49 ans",-0.705990248254116,"Second","40_170_256_256_NA",1981,2000,"Non","Non","Infirmiere / sage femme","Non","None",0,1,"15-19","Currently married","2000",1.313487,"Non","Non","Non"
"9455","40_170_256_256_NA_6329",6329,2001,"Rural","Katanga",2,"Primary","Masculin","25 a 49 ans",-0.699629426912343,"Second","40_170_256_256_NA",1969,1989,"Non",NA,NA,NA,"Secondary +",0,2,"30-34","Currently married",NA,1.313487,NA,NA,NA
"9456","40_170_256_256_NA_6329",6329,2001,"Rural","Katanga",2,"Primary","Masculin","25 a 49 ans",-0.699629426912343,"Second","40_170_256_256_NA",1983,2001,"Non","Non","Infirmiere / sage femme","Non","Secondary +",0,1,"15-19","Currently married","2001",1.313487,"Non","Infirmiere / sage femme","Non"
"9457","40_170_256_256_NA_6330",6330,2001,"Rural","Katanga",1,"None","Feminin","25 a 49 ans",-0.709806741059179,"Second","40_170_256_256_NA",1956,1968,"Oui",NA,NA,NA,"None",3,8,"45-49","Formerly married",NA,1.313487,NA,NA,NA
"9458","40_170_256_256_NA_6331",6331,2001,"Rural","Katanga",1,"None","Feminin","50 ans et plus",-0.708534576790825,"Second","40_170_256_256_NA",1956,1974,"Oui",NA,NA,NA,"None",1,7,"45-49","Formerly married",NA,1.313487,NA,NA,NA
"9459","40_170_256_256_NA_6332",6332,2001,"Rural","Katanga",1,"Primary","Masculin","50 ans et plus",-0.258350450733113,"Fourth","40_170_256_256_NA",1961,1976,"Oui",NA,NA,NA,"None",1,7,"40-44","Currently married","1999",1.313487,NA,NA,NA
"9460","40_170_256_256_NA_6333",6333,2001,"Rural","Katanga",2,"Primary","Masculin","25 a 49 ans",-0.683028546661319,"Second","40_170_256_256_NA",1965,1982,"Non",NA,NA,NA,"Primary",0,7,"35-39","Currently married","1999",1.313487,NA,NA,NA
"9461","40_170_256_256_NA_6333",6333,2001,"Rural","Katanga",2,"Primary","Masculin","25 a 49 ans",-0.683028546661319,"Second","40_170_256_256_NA",1985,NA,NA,NA,NA,NA,"Primary",NA,0,"15-19","Never married",NA,1.313487,NA,NA,NA
"9462","40_170_256_256_NA_6334",6334,2001,"Rural","Katanga",2,"Primary","Masculin","25 a 49 ans",-0.679848135990433,"Second","40_170_256_256_NA",1964,1980,"Oui",NA,NA,NA,"None",1,6,"35-39","Currently married",NA,1.313487,NA,NA,NA
"9463","40_170_256_256_NA_6334",6334,2001,"Rural","Katanga",2,"Primary","Masculin","25 a 49 ans",-0.679848135990433,"Second","40_170_256_256_NA",1983,NA,NA,NA,NA,NA,"Primary",NA,0,"15-19","Never married",NA,1.313487,NA,NA,NA
"9464","40_170_256_256_NA_6335",6335,2001,"Rural","Katanga",2,"Primary","Masculin","25 a 49 ans",-0.679848135990433,"Second","40_170_256_256_NA",1964,1984,"Oui","Non","Infirmiere / sage femme","Non","Secondary +",1,6,"35-39","Currently married","2001",1.313487,"Non","Non","Non"
"9465","40_170_256_256_NA_6335",6335,2001,"Rural","Katanga",2,"Primary","Masculin","25 a 49 ans",-0.679848135990433,"Second","40_170_256_256_NA",1984,NA,NA,NA,NA,NA,"Primary",NA,0,"15-19","Never married",NA,1.313487,NA,NA,NA
"9466","40_170_256_256_NA_6336",6336,2001,"Rural","Katanga",1,"Primary","Masculin","50 ans et plus",-0.679848135990433,"Second","40_170_256_256_NA",1968,1991,"Oui",NA,NA,NA,"Secondary +",1,6,"30-34","Currently married","2000",1.313487,"Non","Non","Non"
"9467","40_170_256_256_NA_6337",6337,2001,"Rural","Katanga",3,"None","Masculin","25 a 49 ans",-0.683664628795496,"Second","40_170_256_256_NA",1958,1971,"Oui",NA,NA,NA,"None",4,9,"40-44","Currently married",NA,1.313487,NA,NA,NA
"9468","40_170_256_256_NA_6337",6337,2001,"Rural","Katanga",3,"None","Masculin","25 a 49 ans",-0.683664628795496,"Second","40_170_256_256_NA",1971,1993,"Oui",NA,NA,NA,"None",3,5,"25-29","Formerly married",NA,1.313487,NA,NA,NA
