"","HH1","HH2","HH6","HH7","HH7B","HH9","HH13","HC1A","HC1C","helevel","HHSEX","windex5"
"10407",347,104,"Rural","Kasai Oriental","Rural","Rempli",0,"Protestant","Bantou","None","Female","Poorest"
"10408",347,108,"Rural","Kasai Oriental","Rural","Rempli",1,"Protestant","Bantou","Secondary +","Male","Poorest"
"10409",347,112,"Rural","Kasai Oriental","Rural","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Female","Poorest"
"10410",347,116,"Rural","Kasai Oriental","Rural","Rempli",1,"Protestant","Bantou","Secondary +","Male","Poorest"
"10411",348,1,"Rural","Kasai Oriental","Rural","Rempli",2,"Kimbanguiste","Bantou","Secondary +","Male","Poorest"
"10412",348,2,"Rural","Kasai Oriental","Rural","Rempli",2,"Eglises de reveil","Bantou","Secondary +","Male","Poorest"
"10413",348,3,"Rural","Kasai Oriental","Rural","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Female","Poorest"
"10414",348,5,"Rural","Kasai Oriental","Rural","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Female","Poorest"
"10415",348,6,"Rural","Kasai Oriental","Rural","Rempli",1,"Kimbanguiste","Bantou","Secondary +","Male","Poorest"
"10416",348,8,"Rural","Kasai Oriental","Rural","Rempli",1,"Protestant","Bantou","Secondary +","Male","Poorest"
"10417",348,9,"Rural","Kasai Oriental","Rural","Rempli",0,"Kimbanguiste","Bantou","None","Female","Poorest"
"10418",348,10,"Rural","Kasai Oriental","Rural","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Poorest"
"10419",348,12,"Rural","Kasai Oriental","Rural","Rempli",1,"Kimbanguiste","Bantou","Secondary +","Male","Poorest"
"10420",348,13,"Rural","Kasai Oriental","Rural","Rempli",2,"Kimbanguiste","Bantou","None","Female","Poorest"
"10421",348,15,"Rural","Kasai Oriental","Rural","Rempli",1,"Eglises de reveil","Bantou","Primary","Male","Poorest"
"10422",348,16,"Rural","Kasai Oriental","Rural","Rempli",1,"Protestant","Bantou","Secondary +","Female","Poorest"
"10423",348,18,"Rural","Kasai Oriental","Rural","Rempli",0,"Kimbanguiste","Bantou","Secondary +","Male","Poorest"
"10424",348,19,"Rural","Kasai Oriental","Rural","Rempli",0,"Kimbanguiste","Bantou","Primary","Female","Poorest"
"10425",348,21,"Rural","Kasai Oriental","Rural","Rempli",1,"Kimbanguiste","Bantou","Secondary +","Male","Poorest"
"10426",348,22,"Rural","Kasai Oriental","Rural","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Poorest"
"10427",348,24,"Rural","Kasai Oriental","Rural","Rempli",1,"Kimbanguiste","Bantou","Secondary +","Female","Poorest"
"10428",348,25,"Rural","Kasai Oriental","Rural","Rempli",1,"Eglises de reveil","Bantou","None","Female","Poorest"
"10429",348,27,"Rural","Kasai Oriental","Rural","Rempli",0,"Protestant","Bantou","None","Female","Poorest"
"10430",348,28,"Rural","Kasai Oriental","Rural","Rempli",0,"Kimbanguiste","Bantou","Primary","Male","Poorest"
"10431",348,29,"Rural","Kasai Oriental","Rural","Rempli",1,"Kimbanguiste","Bantou","Secondary +","Female","Poorest"
"10432",348,31,"Rural","Kasai Oriental","Rural","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Female","Poorest"
"10433",348,32,"Rural","Kasai Oriental","Rural","Rempli",0,"Eglises de reveil","Bantou","Secondary +","Male","Poorest"
"10434",348,34,"Rural","Kasai Oriental","Rural","Rempli",1,"Kimbanguiste","Bantou","Secondary +","Male","Poorest"
"10435",348,35,"Rural","Kasai Oriental","Rural","Rempli",1,"Kimbanguiste","Bantou","Secondary +","Male","Poorest"
"10436",348,37,"Rural","Kasai Oriental","Rural","Rempli",0,"Kimbanguiste","Bantou","None","Female","Poorest"
"10437",348,38,"Rural","Kasai Oriental","Rural","Rempli",1,"Kimbanguiste","Bantou","Secondary +","Male","Poorest"
"10438",348,40,"Rural","Kasai Oriental","Rural","Rempli",1,"Kimbanguiste","Bantou","Secondary +","Male","Poorest"
"10439",348,41,"Rural","Kasai Oriental","Rural","Rempli",1,"Kimbanguiste","Bantou","Secondary +","Male","Second"
"10440",348,43,"Rural","Kasai Oriental","Rural","Rempli",1,"Kimbanguiste","Bantou","Secondary +","Male","Poorest"
"10441",349,2,"Rural","Kasai Oriental","Rural","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Female","Poorest"
"10442",349,9,"Rural","Kasai Oriental","Rural","Rempli",1,"Temoins de Jehovah","Bantou","Primary","Male","Poorest"
"10443",349,17,"Rural","Kasai Oriental","Rural","Rempli",1,"Eglises de reveil","Bantou","Primary","Male","Poorest"
"10444",349,24,"Rural","Kasai Oriental","Rural","Rempli",1,"Eglises de reveil","Bantou","Primary","Female","Poorest"
"10445",349,31,"Rural","Kasai Oriental","Rural","Rempli",2,"Protestant","Bantou","Secondary +","Male","Middle"
"10446",349,39,"Rural","Kasai Oriental","Rural","Rempli",0,"Protestant","Bantou","None","Male","Poorest"
"10447",349,46,"Rural","Kasai Oriental","Rural","Rempli",0,"Protestant","Bantou","Secondary +","Male","Second"
"10448",349,53,"Rural","Kasai Oriental","Rural","Rempli",1,"Eglises de reveil","Bantou","None","Female","Poorest"
"10449",349,61,"Rural","Kasai Oriental","Rural","Rempli",1,"Eglises de reveil","Bantou","None","Female","Poorest"
"10450",349,68,"Rural","Kasai Oriental","Rural","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Poorest"
"10451",349,75,"Rural","Kasai Oriental","Rural","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Poorest"
"10452",349,83,"Rural","Kasai Oriental","Rural","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Poorest"
"10453",349,90,"Rural","Kasai Oriental","Rural","Rempli",0,"Eglises de reveil","Bantou","None","Female","Poorest"
"10454",349,97,"Rural","Kasai Oriental","Rural","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Poorest"
"10455",349,105,"Rural","Kasai Oriental","Rural","Rempli",1,"Sans religion","Bantou","Secondary +","Male","Poorest"
"10456",349,112,"Rural","Kasai Oriental","Rural","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Poorest"
"10457",349,119,"Rural","Kasai Oriental","Rural","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Poorest"
"10458",349,127,"Rural","Kasai Oriental","Rural","Rempli",1,"Protestant","Bantou","Secondary +","Male","Poorest"
"10459",349,134,"Rural","Kasai Oriental","Rural","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Poorest"
"10460",349,141,"Rural","Kasai Oriental","Rural","Rempli",1,"Eglises de reveil","Bantou","Primary","Male","Second"
"10461",349,149,"Rural","Kasai Oriental","Rural","Rempli",1,"Protestant","Bantou","Primary","Male","Second"
"10462",349,156,"Rural","Kasai Oriental","Rural","Rempli",1,"Eglises de reveil","Bantou","Primary","Male","Poorest"
"10463",349,163,"Rural","Kasai Oriental","Rural","Rempli",1,"Protestant","Bantou","Secondary +","Male","Poorest"
"10464",349,170,"Rural","Kasai Oriental","Rural","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Poorest"
"10465",349,178,"Rural","Kasai Oriental","Rural","Rempli",0,"Protestant","Bantou","None","Male","Poorest"
"10466",349,185,"Rural","Kasai Oriental","Rural","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Female","Poorest"
"10467",349,192,"Rural","Kasai Oriental","Rural","Rempli",0,"Protestant","Bantou","None","Male","Poorest"
"10468",349,200,"Rural","Kasai Oriental","Rural","Rempli",1,"Kimbanguiste","Bantou","Secondary +","Male","Second"
"10469",349,207,"Rural","Kasai Oriental","Rural","Rempli",0,"Protestant","Bantou","Primary","Female","Poorest"
"10470",349,214,"Rural","Kasai Oriental","Rural","Rempli",1,"Eglises de reveil","Bantou","Primary","Female","Poorest"
"10471",350,1,"Rural","Kasai Oriental","Rural","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Middle"
"10472",350,5,"Rural","Kasai Oriental","Rural","Rempli",1,"Temoins de Jehovah","Bantou","None","Female","Middle"
"10473",350,9,"Rural","Kasai Oriental","Rural","Rempli",1,"Autres chretiens independants","Bantou","None","Female","Middle"
"10474",350,13,"Rural","Kasai Oriental","Rural","Rempli",1,"Kimbanguiste","Bantou","None","Female","Fourth"
"10475",350,17,"Rural","Kasai Oriental","Rural","Rempli",0,"Eglises de reveil","Bantou","None","Female","Second"
"10476",350,22,"Rural","Kasai Oriental","Rural","Rempli",1,"Autres chretiens independants","Bantou","None","Female","Middle"
"10477",350,26,"Rural","Kasai Oriental","Rural","Rempli",1,"Eglises de reveil","Bantou","None","Female","Second"
"10478",350,30,"Rural","Kasai Oriental","Rural","Rempli",0,"Eglises de reveil","Bantou","Primary","Male","Middle"
"10479",350,34,"Rural","Kasai Oriental","Rural","Rempli",2,"Eglises de reveil","Bantou","None","Female","Poorest"
"10480",350,39,"Rural","Kasai Oriental","Rural","Rempli",1,"Eglises de reveil","Bantou","Primary","Male","Poorest"
"10481",350,43,"Rural","Kasai Oriental","Rural","Rempli",1,"Eglises de reveil","Bantou","Primary","Male","Second"
"10482",350,47,"Rural","Kasai Oriental","Rural","Rempli",1,"Kimbanguiste","Bantou","None","Female","Middle"
"10483",350,51,"Rural","Kasai Oriental","Rural","Rempli",1,"Eglises de reveil","Bantou","None","Male","Poorest"
"10484",350,56,"Rural","Kasai Oriental","Rural","Rempli",1,"Eglises de reveil","Bantou","Primary","Female","Middle"
"10485",350,60,"Rural","Kasai Oriental","Rural","Rempli",2,"Eglises de reveil","Bantou","Primary","Male","Second"
"10486",350,64,"Rural","Kasai Oriental","Rural","Rempli",1,"Eglises de reveil","Bantou","Primary","Male","Second"
"10487",350,68,"Rural","Kasai Oriental","Rural","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Second"
"10488",350,73,"Rural","Kasai Oriental","Rural","Rempli",0,"Kimbanguiste","Bantou","Secondary +","Male","Middle"
"10489",350,77,"Rural","Kasai Oriental","Rural","Rempli",1,"Eglises de reveil","Bantou","Primary","Male","Middle"
"10490",350,81,"Rural","Kasai Oriental","Rural","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Second"
"10491",350,85,"Rural","Kasai Oriental","Rural","Rempli",0,"Eglises de reveil","Bantou","Primary","Male","Middle"
"10492",350,90,"Rural","Kasai Oriental","Rural","Rempli",1,"Eglises de reveil","Bantou","Primary","Female","Poorest"
"10493",350,94,"Rural","Kasai Oriental","Rural","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Second"
"10494",350,98,"Rural","Kasai Oriental","Rural","Rempli",2,"Eglises de reveil","Bantou","Primary","Male","Second"
"10495",350,102,"Rural","Kasai Oriental","Rural","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Second"
"10496",350,107,"Rural","Kasai Oriental","Rural","Rempli",0,"Temoins de Jehovah","Bantou","None","Female","Poorest"
"10497",350,111,"Rural","Kasai Oriental","Rural","Rempli",1,"Eglises de reveil","Bantou","None","Female","Second"
"10498",350,115,"Rural","Kasai Oriental","Rural","Rempli",0,"Eglises de reveil","Bantou","Secondary +","Male","Second"
"10499",350,120,"Rural","Kasai Oriental","Rural","Rempli",1,"Eglises de reveil","Bantou","None","Female","Second"
"10500",350,124,"Rural","Kasai Oriental","Rural","Rempli",1,"Kimbanguiste","Bantou","Secondary +","Male","Second"
"10501",351,1,"Rural","Kasai Oriental","Rural","Rempli",2,"Kimbanguiste","Bantou","Secondary +","Male","Poorest"
"10502",351,3,"Rural","Kasai Oriental","Rural","Rempli",1,"Temoins de Jehovah","Bantou","Primary","Female","Poorest"
"10503",351,6,"Rural","Kasai Oriental","Rural","Rempli",1,"Eglises de reveil","Bantou","None","Male","Poorest"
"10504",351,8,"Rural","Kasai Oriental","Rural","Rempli",1,"Eglises de reveil","Bantou","Primary","Male","Poorest"
"10505",351,11,"Rural","Kasai Oriental","Rural","Rempli",1,"Temoins de Jehovah","Bantou","None","Female","Poorest"
"10506",351,14,"Rural","Kasai Oriental","Rural","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Poorest"
"10507",351,17,"Rural","Kasai Oriental","Rural","Rempli",1,"Eglises de reveil","Bantou","Primary","Male","Poorest"
"10508",351,19,"Rural","Kasai Oriental","Rural","Rempli",1,"Eglises de reveil","Bantou","None","Female","Second"
"10509",351,22,"Rural","Kasai Oriental","Rural","Rempli",1,"Temoins de Jehovah","Bantou","None","Male","Poorest"
"10510",351,25,"Rural","Kasai Oriental","Rural","Rempli",2,"Temoins de Jehovah","Bantou","None","Female","Poorest"
"10511",351,28,"Rural","Kasai Oriental","Rural","Rempli",1,"Sans religion","Bantou","None","Male","Poorest"
"10512",351,30,"Rural","Kasai Oriental","Rural","Rempli",1,"Eglises de reveil","Bantou","None","Female","Poorest"
"10513",351,33,"Rural","Kasai Oriental","Rural","Rempli",1,"Eglises de reveil","Bantou","None","Female","Middle"
"10514",351,36,"Rural","Kasai Oriental","Rural","Rempli",1,"Temoins de Jehovah","Bantou","None","Female","Poorest"
"10515",351,39,"Rural","Kasai Oriental","Rural","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Middle"
"10516",351,41,"Rural","Kasai Oriental","Rural","Rempli",1,"Protestant","Bantou","Secondary +","Male","Poorest"
"10517",351,44,"Rural","Kasai Oriental","Rural","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Second"
"10518",351,47,"Rural","Kasai Oriental","Rural","Rempli",1,"Eglises de reveil","Bantou","Primary","Female","Poorest"
"10519",351,50,"Rural","Kasai Oriental","Rural","Rempli",2,"Temoins de Jehovah","Bantou","Secondary +","Male","Second"
"10520",351,52,"Rural","Kasai Oriental","Rural","Rempli",1,"Temoins de Jehovah","Bantou","Primary","Male","Poorest"
"10521",351,55,"Rural","Kasai Oriental","Rural","Rempli",1,"Protestant","Bantou","Primary","Female","Poorest"
"10522",351,58,"Rural","Kasai Oriental","Rural","Rempli",2,"Temoins de Jehovah","Bantou","None","Female","Second"
"10523",351,61,"Rural","Kasai Oriental","Rural","Rempli",1,"Eglises de reveil","Bantou","None","Male","Poorest"
"10524",351,64,"Rural","Kasai Oriental","Rural","Rempli",1,"Kimbanguiste","Bantou","Primary","Female","Poorest"
"10525",351,66,"Rural","Kasai Oriental","Rural","Rempli",2,"Temoins de Jehovah","Bantou","Secondary +","Female","Poorest"
"10526",351,69,"Rural","Kasai Oriental","Rural","Rempli",1,"Eglises de reveil","Bantou","Primary","Male","Poorest"
"10527",351,72,"Rural","Kasai Oriental","Rural","Rempli",0,"Eglises de reveil","Bantou","None","Male","Poorest"
"10528",351,75,"Rural","Kasai Oriental","Rural","Rempli",1,"Temoins de Jehovah","Bantou","None","Female","Poorest"
"10529",351,77,"Rural","Kasai Oriental","Rural","Rempli",0,"Temoins de Jehovah","Bantou","Secondary +","Male","Second"
"10530",351,80,"Rural","Kasai Oriental","Rural","Rempli",1,"Eglises de reveil","Bantou","Primary","Female","Second"
"10531",352,1,"Rural","Kasai Oriental","Rural","Rempli",1,"Catholique","Bantou","Secondary +","Male","Fourth"
"10532",352,5,"Rural","Kasai Oriental","Rural","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Poorest"
"10533",352,10,"Rural","Kasai Oriental","Rural","Rempli",0,"Catholique","Bantou","Secondary +","Male","Poorest"
"10534",352,15,"Rural","Kasai Oriental","Rural","Rempli",0,"Protestant","Bantou","Secondary +","Male","Poorest"
"10535",352,19,"Rural","Kasai Oriental","Rural","Rempli",2,"Catholique","Bantou","Secondary +","Male","Second"
"10536",352,24,"Rural","Kasai Oriental","Rural","Rempli",1,"Catholique","Bantou","Secondary +","Male","Middle"
"10537",352,29,"Rural","Kasai Oriental","Rural","Rempli",1,"Sans religion","Bantou","Primary","Male","Poorest"
"10538",352,33,"Rural","Kasai Oriental","Rural","Rempli",1,"Catholique","Bantou","Secondary +","Male","Poorest"
"10539",352,38,"Rural","Kasai Oriental","Rural","Rempli",2,"Eglises de reveil","Bantou","Secondary +","Male","Middle"
"10540",352,43,"Rural","Kasai Oriental","Rural","Rempli",1,"Protestant","Bantou","Secondary +","Female","Poorest"
"10541",352,47,"Rural","Kasai Oriental","Rural","Rempli",1,"Catholique","Bantou","Secondary +","Male","Fourth"
"10542",352,52,"Rural","Kasai Oriental","Rural","Rempli",1,"Catholique","Bantou","Secondary +","Male","Poorest"
"10543",352,57,"Rural","Kasai Oriental","Rural","Rempli",0,"Catholique","Bantou","Secondary +","Male","Second"
"10544",352,61,"Rural","Kasai Oriental","Rural","Rempli",1,"Protestant","Bantou","Primary","Male","Second"
"10545",352,66,"Rural","Kasai Oriental","Rural","Rempli",1,"Protestant","Bantou","Secondary +","Male","Poorest"
"10546",352,71,"Rural","Kasai Oriental","Rural","Rempli",0,"Protestant","Bantou","Secondary +","Male","Second"
"10547",352,75,"Rural","Kasai Oriental","Rural","Rempli",2,"Eglises de reveil","Bantou","Secondary +","Female","Middle"
"10548",352,80,"Rural","Kasai Oriental","Rural","Rempli",1,"Catholique","Bantou","Secondary +","Male","Poorest"
"10549",352,85,"Rural","Kasai Oriental","Rural","Rempli",1,"Protestant","Bantou","Secondary +","Male","Second"
"10550",352,89,"Rural","Kasai Oriental","Rural","Rempli",2,"Catholique","Bantou","Secondary +","Male","Middle"
"10551",352,94,"Rural","Kasai Oriental","Rural","Rempli",1,"Catholique","Bantou","Primary","Female","Second"
"10552",352,99,"Rural","Kasai Oriental","Rural","Rempli",0,"Catholique","Bantou","None","Female","Second"
"10553",352,103,"Rural","Kasai Oriental","Rural","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Second"
"10554",352,108,"Rural","Kasai Oriental","Rural","Rempli",1,"Catholique","Bantou","Primary","Female","Poorest"
"10555",352,113,"Rural","Kasai Oriental","Rural","Rempli",1,"Catholique","Bantou","Secondary +","Male","Middle"
"10556",352,117,"Rural","Kasai Oriental","Rural","Rempli",0,"Catholique","Bantou","None","Male","Poorest"
"10557",352,122,"Rural","Kasai Oriental","Rural","Rempli",1,"Protestant","Bantou","Secondary +","Male","Second"
"10558",352,127,"Rural","Kasai Oriental","Rural","Rempli",3,"Protestant","Bantou","Secondary +","Male","Second"
"10559",352,131,"Rural","Kasai Oriental","Rural","Rempli",1,"Catholique","Bantou","None","Male","Poorest"
"10560",352,136,"Rural","Kasai Oriental","Rural","Rempli",1,"Catholique","Bantou","Primary","Male","Fourth"
"10561",353,1,"Rural","Kasai Oriental","Rural","Rempli",2,"Eglises de reveil","Bantou","Secondary +","Male","Middle"
"10562",353,8,"Rural","Kasai Oriental","Rural","Rempli",0,"Eglises de reveil","Bantou","None","Female","Middle"
"10563",353,14,"Rural","Kasai Oriental","Rural","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Female","Second"
"10564",353,21,"Rural","Kasai Oriental","Rural","Rempli",1,"Eglises de reveil","Bantou","Primary","Female","Second"
"10565",353,27,"Rural","Kasai Oriental","Rural","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Second"
"10566",353,33,"Rural","Kasai Oriental","Rural","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Second"
"10567",353,40,"Rural","Kasai Oriental","Rural","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Middle"
"10568",353,46,"Rural","Kasai Oriental","Rural","Rempli",1,"Autres chretiens independants","Bantou","Secondary +","Male","Second"
"10569",353,53,"Rural","Kasai Oriental","Rural","Rempli",1,"Protestant","Bantou","Primary","Female","Middle"
"10570",353,59,"Rural","Kasai Oriental","Rural","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Second"
"10571",353,66,"Rural","Kasai Oriental","Rural","Rempli",0,"Sans religion","Bantou","Primary","Male","Second"
"10572",353,72,"Rural","Kasai Oriental","Rural","Rempli",0,"Eglises de reveil","Bantou","Secondary +","Female","Second"
"10573",353,79,"Rural","Kasai Oriental","Rural","Rempli",0,"Protestant","Bantou","None","Male","Second"
"10574",353,85,"Rural","Kasai Oriental","Rural","Rempli",0,"Eglises de reveil","Bantou","None","Male","Poorest"
"10575",353,92,"Rural","Kasai Oriental","Rural","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Middle"
"10576",353,98,"Rural","Kasai Oriental","Rural","Rempli",1,"Sans religion","Bantou","Secondary +","Male","Middle"
"10577",353,105,"Rural","Kasai Oriental","Rural","Rempli",1,"Protestant","Bantou","Secondary +","Male","Second"
"10578",353,111,"Rural","Kasai Oriental","Rural","Rempli",2,"Protestant","Bantou","Secondary +","Male","Middle"
"10579",353,118,"Rural","Kasai Oriental","Rural","Rempli",0,"Protestant","Bantou","None","Female","Second"
"10580",353,124,"Rural","Kasai Oriental","Rural","Rempli",1,"Eglises de reveil","Bantou","Primary","Female","Second"
"10581",353,131,"Rural","Kasai Oriental","Rural","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Second"
"10582",353,137,"Rural","Kasai Oriental","Rural","Rempli",0,"Protestant","Bantou","Secondary +","Male","Second"
"10583",353,143,"Rural","Kasai Oriental","Rural","Rempli",3,"Protestant","Bantou","Secondary +","Male","Fourth"
"10584",353,150,"Rural","Kasai Oriental","Rural","Rempli",2,"Protestant","Bantou","Secondary +","Female","Second"
"10585",353,156,"Rural","Kasai Oriental","Rural","Rempli",1,"Protestant","Bantou","Primary","Male","Second"
"10586",353,163,"Rural","Kasai Oriental","Rural","Rempli",1,"Protestant","Bantou","Secondary +","Male","Poorest"
"10587",353,169,"Rural","Kasai Oriental","Rural","Rempli",0,"Protestant","Bantou","None","Male","Fourth"
"10588",353,176,"Rural","Kasai Oriental","Rural","Rempli",0,"Protestant","Bantou","Secondary +","Male","Fourth"
"10589",353,182,"Rural","Kasai Oriental","Rural","Rempli",2,"Eglises de reveil","Bantou","Secondary +","Male","Second"
"10590",353,189,"Rural","Kasai Oriental","Rural","Rempli",1,"Protestant","Bantou","Secondary +","Male","Middle"
"10591",354,1,"Rural","Kasai Oriental","Rural","Rempli",0,"Eglises de reveil","Bantou","None","Female","Poorest"
"10592",354,10,"Rural","Kasai Oriental","Rural","Rempli",2,"Eglises de reveil","Bantou","Secondary +","Male","Second"
"10593",354,18,"Rural","Kasai Oriental","Rural","Rempli",1,"Eglises de reveil","Bantou","Primary","Female","Second"
"10594",354,27,"Rural","Kasai Oriental","Rural","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Poorest"
"10595",354,35,"Rural","Kasai Oriental","Rural","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Middle"
"10596",354,44,"Rural","Kasai Oriental","Rural","Rempli",1,"Eglises de reveil","Bantou","Primary","Female","Poorest"
"10597",354,52,"Rural","Kasai Oriental","Rural","Rempli",0,"Sans religion","Bantou","Secondary +","Male","Second"
"10598",354,61,"Rural","Kasai Oriental","Rural","Rempli",0,"Eglises de reveil","Bantou","None","Male","Second"
"10599",354,69,"Rural","Kasai Oriental","Rural","Rempli",0,"Eglises de reveil","Bantou","Secondary +","Male","Second"
"10600",354,78,"Rural","Kasai Oriental","Rural","Rempli",0,"Eglises de reveil","Bantou","None","Female","Second"
"10601",354,86,"Rural","Kasai Oriental","Rural","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Middle"
"10602",354,95,"Rural","Kasai Oriental","Rural","Rempli",2,"Eglises de reveil","Bantou","Primary","Male","Second"
"10603",354,103,"Rural","Kasai Oriental","Rural","Rempli",1,"Catholique","Bantou","Secondary +","Male","Second"
"10604",354,112,"Rural","Kasai Oriental","Rural","Rempli",1,"Animisme/ Religions traditionnelles afric.","Bantou","None","Female","Second"
"10605",354,121,"Rural","Kasai Oriental","Rural","Rempli",0,"Autre religion","Bantou","None","Male","Second"
"10606",354,129,"Rural","Kasai Oriental","Rural","Rempli",1,"Catholique","Bantou","None","Male","Second"
"10607",354,138,"Rural","Kasai Oriental","Rural","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Middle"
"10608",354,146,"Rural","Kasai Oriental","Rural","Rempli",1,"Catholique","Bantou","Secondary +","Male","Poorest"
"10609",354,155,"Rural","Kasai Oriental","Rural","Rempli",0,"Eglises de reveil","Bantou","Secondary +","Male","Poorest"
"10610",354,163,"Rural","Kasai Oriental","Rural","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Fourth"
"10611",354,172,"Rural","Kasai Oriental","Rural","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Second"
"10612",354,180,"Rural","Kasai Oriental","Rural","Rempli",0,"Catholique","Bantou","Primary","Female","Second"
"10613",354,189,"Rural","Kasai Oriental","Rural","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Second"
"10614",354,197,"Rural","Kasai Oriental","Rural","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Second"
"10615",354,206,"Rural","Kasai Oriental","Rural","Rempli",1,"Eglises de reveil","Bantou","None","Male","Second"
"10616",354,214,"Rural","Kasai Oriental","Rural","Rempli",1,"Eglises de reveil","Bantou","Primary","Male","Second"
"10617",354,223,"Rural","Kasai Oriental","Rural","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Middle"
"10618",354,231,"Rural","Kasai Oriental","Rural","Rempli",1,"Animisme/ Religions traditionnelles afric.","Bantou","None","Female","Second"
"10619",354,240,"Rural","Kasai Oriental","Rural","Rempli",0,"Eglises de reveil","Bantou","Primary","Female","Poorest"
"10620",354,248,"Rural","Kasai Oriental","Rural","Rempli",0,"Eglises de reveil","Bantou","Primary","Female","Second"
"10621",355,1,"Rural","Kasai Oriental","Rural","Rempli",1,"Sans religion","Bantou","Secondary +","Male","Second"
"10622",355,5,"Rural","Kasai Oriental","Rural","Rempli",1,"Sans religion","Bantou","Primary","Male","Second"
"10623",355,9,"Rural","Kasai Oriental","Rural","Rempli",1,"Sans religion","Bantou","Secondary +","Male","Second"
"10624",355,13,"Rural","Kasai Oriental","Rural","Rempli",3,"Autres chretiens independants","Bantou","Secondary +","Male","Second"
"10625",355,17,"Rural","Kasai Oriental","Rural","Rempli",0,"Autre religion","Bantou","Secondary +","Male","Middle"
"10626",355,21,"Rural","Kasai Oriental","Rural","Rempli",1,"Autre religion","Bantou","Secondary +","Male","Fourth"
"10627",355,25,"Rural","Kasai Oriental","Rural","Rempli",1,"Eglises de reveil","Bantou","Primary","Female","Poorest"
"10628",355,29,"Rural","Kasai Oriental","Rural","Rempli",0,"Autres chretiens independants","Bantou","Primary","Female","Poorest"
"10629",355,33,"Rural","Kasai Oriental","Rural","Rempli",0,"Autre religion","Bantou","Secondary +","Male","Poorest"
"10630",355,37,"Rural","Kasai Oriental","Rural","Rempli",1,"Sans religion","Bantou","Secondary +","Male","Middle"
"10631",355,41,"Rural","Kasai Oriental","Rural","Rempli",1,"Eglises de reveil","Bantou","Missing/DK","Male","Second"
"10632",355,45,"Rural","Kasai Oriental","Rural","Rempli",2,"Eglises de reveil","Bantou","Secondary +","Male","Fourth"
"10633",355,49,"Rural","Kasai Oriental","Rural","Rempli",0,"Autres chretiens independants","Bantou","None","Female","Poorest"
"10634",355,53,"Rural","Kasai Oriental","Rural","Rempli",1,"Sans religion","Bantou","Secondary +","Male","Second"
"10635",355,57,"Rural","Kasai Oriental","Rural","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Middle"
"10636",355,61,"Rural","Kasai Oriental","Rural","Rempli",1,"Sans religion","Bantou","Secondary +","Male","Middle"
"10637",355,65,"Rural","Kasai Oriental","Rural","Rempli",2,"Eglises de reveil","Bantou","None","Female","Poorest"
"10638",355,69,"Rural","Kasai Oriental","Rural","Rempli",1,"Eglises de reveil","Bantou","Primary","Male","Middle"
"10639",355,73,"Rural","Kasai Oriental","Rural","Rempli",2,"Armee du salut","Bantou","Primary","Female","Poorest"
